,1
0,0.204886641916
1,0.172234619536
2,0.17473571697
3,0.184965090343
4,0.200626161664
5,0.210858171695
6,0.22114378375
7,0.232003099433
8,0.241422491213
9,0.247748027794
10,0.258323225118
11,0.278635405649
12,0.279177234297
13,0.302805980264
14,0.310548383266
15,0.302868511115
16,0.309352030876
17,0.32709064729
18,0.387082739862
19,0.332126144998
